coord,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10
0,-4.18E+04,-47258.39063,-48530.25781,-50129.47266,-51814.46484,-53490.30469,-55122.31641,-56697.35938,-58212.58203,-59670.40625
