coord,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9
90.22,4.36055E-05,0.000461673,0.0001819,0.00067971,0.000684287,0.000830703,0.000617701,0.000853262,0.001345817
89.72,4.36627E-05,0.000427909,0.000129339,0.00047742,0.000489764,0.000672315,0.000494913,0.000760187,0.001197042
89.22,0.000152439,0.000214115,0.000201432,0.000193011,0.000168064,0.000296726,0.000169829,0.000298081,0.000799636
88.72,0.000108826,0.000513862,0.000244077,0.000713368,0.000651098,0.000835095,0.000775304,0.000881604,0.001346725
88.22,6.6469E-05,0.000241562,6.80448E-05,0.000505619,0.000354334,0.00054461,0.000422224,0.000468744,0.000787965
87.72,0.000162591,0.000322617,0.000156882,0.00060309,0.000403381,0.000629028,0.000470859,0.000527882,0.000805088
87.22,0.000148032,0.000220931,0.000249771,0.000155012,0.000182696,0.000134669,9.79455E-05,0.000137517,0.000172922
86.72,0.000233969,0.000333517,0.000280737,0.000171702,0.000255751,0.00021579,0.000156856,0.000221953,0.000232794
86.22,0,0,0,0,0,0,0,0,0
125.22,0.001614702,0.003323971,0.002327894,0.0021803,0.002301589,0.001942542,0.002237082,0.004368081,0.006042498
124.72,0.000924252,0.002308062,0.001549043,0.001572442,0.002065108,0.001611193,0.002064429,0.004049703,0.005667856
124.22,0.001125627,0.002835643,0.002248645,0.002303373,0.003066704,0.00247176,0.002882246,0.004658396,0.006252837
123.72,0.001406583,0.003368563,0.002933083,0.003148826,0.003956509,0.003417306,0.003690523,0.005326538,0.007026878
123.22,0.001728918,0.003411276,0.003091194,0.003487061,0.004068713,0.003431351,0.003741941,0.00538082,0.007326713
122.72,0.001725544,0.003408604,0.003091852,0.003491593,0.004039383,0.003462939,0.003683042,0.005355883,0.007341496
122.22,0.001781284,0.003585549,0.003235828,0.003586772,0.00406463,0.003467208,0.003656132,0.005181019,0.00715174
121.72,0.001778749,0.003630072,0.003244521,0.003626801,0.004060194,0.003457346,0.003622682,0.005115657,0.00708631
121.22,0.001645379,0.003668747,0.003371051,0.004042649,0.004465897,0.004048358,0.00427486,0.0057301,0.007563009
120.72,0.00181084,0.004076668,0.003814736,0.00448472,0.004829759,0.004427111,0.004572718,0.005977443,0.007752596
120.22,0.002160257,0.004263686,0.004098742,0.004904833,0.005345136,0.004956635,0.005032187,0.006324889,0.007931642
119.72,0.001958112,0.003812943,0.00377249,0.004771847,0.005240502,0.004919617,0.005043955,0.006358447,0.00790007
119.22,0.001965709,0.003747541,0.003724858,0.004858007,0.0053364,0.005122717,0.005189929,0.006403199,0.007923169
118.72,0.001660283,0.003540432,0.003627103,0.00504986,0.005475942,0.005294959,0.005395472,0.006634521,0.008152022
118.22,0.001651543,0.003527451,0.003533865,0.005221376,0.005748045,0.005585185,0.005749007,0.007069393,0.00860054
117.72,0.001533105,0.00315536,0.003246913,0.005199105,0.005936482,0.005863671,0.006064048,0.007318849,0.008728518
117.22,0.001537442,0.003181709,0.003280356,0.005382193,0.006236303,0.006307104,0.006401765,0.007631537,0.008982114
116.72,1.37E-03,3.06E-03,0.003179523,5.40E-03,6.28E-03,6.37E-03,6.41E-03,7.73E-03,8.99E-03
116.22,0.001450645,0.003491303,0.003873744,0.006367495,0.007214014,0.007437731,0.007429197,0.008650641,0.010031039
115.72,0.001455621,0.003499121,0.003933931,0.006425556,0.007254793,0.007516353,0.007481132,0.008667961,0.010029176
115.22,0.001487123,0.00356714,0.003992858,0.006482788,0.007262892,0.007557849,0.007500042,0.008609394,0.009927107
114.72,0.001564882,0.003597587,0.004077358,0.006671835,0.007405119,0.007861167,0.007752256,0.008865458,0.010377667
114.22,0.001148077,0.003049854,0.003465945,0.005909184,0.006918817,0.007649952,0.007707789,0.008760603,0.009876277
113.72,0.001078641,0.003047615,0.003432561,0.005919741,0.006918678,0.007739384,0.00778197,0.008839234,0.009983797
113.22,0.001008519,0.002877642,0.003320398,0.005770711,0.006804999,0.007610802,0.007666417,0.008796192,0.009957005
112.72,0.001082258,0.00307363,0.003470777,0.005985566,0.006966654,0.007683045,0.007813864,0.009043107,0.010225506
112.22,0.000896334,0.002807758,0.003057585,0.00538516,0.006440669,0.007346598,0.007570727,0.008817727,0.010013078
111.72,0.000899723,0.002808103,0.003020338,0.005422974,0.006456977,0.007383769,0.007607446,0.008847668,0.010026902
111.22,0.000786943,0.002530494,0.002784977,0.005179812,0.006306627,0.007202368,0.007452599,0.008757495,0.009983733
110.72,0.000730058,0.002406756,0.002690311,0.004910277,0.005956343,0.006917033,0.007247288,0.008615181,0.009860617
110.22,0.000708224,0.002297998,0.002478098,0.004745546,0.005789829,0.006776056,0.007156968,0.008563041,0.009874222
109.72,0.000694539,0.002154798,0.002298963,0.004495264,0.005597981,0.006581065,0.006960229,0.008532914,0.010108307
109.22,0.000738408,0.002140812,0.002307175,0.004499215,0.00558139,0.006598625,0.006965404,0.008546861,0.010157941
108.72,0.000804222,0.002136635,0.002389097,0.004524021,0.005475034,0.006579087,0.007090473,0.008957029,0.01104346
108.22,0.000821905,0.002132066,0.002380116,0.004343732,0.005260532,0.006323663,0.00694863,0.009260974,0.012141948
107.72,0.000656339,0.001873242,0.00190919,0.003817262,0.00473402,0.005749609,0.006359042,0.009160012,0.012817932
107.22,0.000662134,0.001888533,0.001932734,0.00380768,0.004733797,0.005724949,0.006337571,0.009166523,0.012832928
106.72,0.000832556,0.002125601,0.002090369,0.003910245,0.004758321,0.005803643,0.006413878,0.009384133,0.013385847
106.22,0.000811235,0.002116271,0.002074087,0.003892751,0.004731283,0.005775077,0.006388278,0.009341761,0.013296577
105.72,0.000817941,0.002145938,0.002078495,0.003863942,0.004566526,0.00561343,0.006231469,0.009239109,0.013762012
105.22,0.000827647,0.002140762,0.002063874,0.003837737,0.004497201,0.005563873,0.006170666,0.009222015,0.013858018
104.72,0.000806836,0.002138446,0.002055706,0.003819756,0.004457632,0.005550956,0.006139815,0.009160399,0.013830205
104.22,0.000678808,0.00182245,0.001642502,0.003281807,0.003936425,0.004893581,0.005375582,0.008408039,0.013855752
103.72,0.000542479,0.001598268,0.001442521,0.003005984,0.003713626,0.004580761,0.005058439,0.008098119,0.013883864
103.22,0.000593879,0.001610201,0.001450141,0.003010168,0.003702185,0.0045704,0.005053353,0.008089311,0.013860598
102.72,0.000542036,0.001470649,0.001351359,0.002840092,0.003345314,0.004144923,0.004613974,0.007498384,0.013398075
102.22,0.000354284,0.001253505,0.001011519,0.002344173,0.002817571,0.003491126,0.003942925,0.006788783,0.012822873
101.72,0.000287623,0.001145176,0.00099836,0.00219997,0.002674483,0.003238835,0.00366526,0.006351712,0.012738935
101.22,0.000226996,0.000810718,0.000523078,0.0016717,0.00209708,0.002500743,0.002969873,0.005513714,0.011937826
100.72,0.000221217,0.000715941,0.000217388,0.001328312,0.001794654,0.002094955,0.002599235,0.005177061,0.011409351
100.22,0.000198752,0.00082282,0.000332956,0.001324383,0.001716431,0.002049389,0.002528112,0.004931153,0.01100634
99.72,0.000179927,0.000701398,0.000240083,0.0012164,0.001571041,0.001811092,0.002197018,0.004503661,0.010462549
99.22,0.000326953,0.000834326,0.000413165,0.001320706,0.001701937,0.001854207,0.002203392,0.004498123,0.010485932
98.72,0.00043286,0.000962774,0.000574903,0.001504399,0.001775432,0.001749571,0.002094362,0.004131672,0.009631671
98.22,0.00053874,0.001097946,0.000665249,0.001495196,0.00172055,0.001585646,0.001971583,0.003590026,0.008610824
97.72,0.000530243,0.001005422,0.000618016,0.001267662,0.001549188,0.001322106,0.001572946,0.003013865,0.007556586
97.22,0.000477427,0.000880283,0.000427103,0.000974974,0.001286741,0.000987013,0.001175245,0.002283392,0.006308494
96.72,0.000642626,0.000988361,0.000490349,0.001083615,0.001394774,0.001085988,0.001139471,0.002205731,0.005680973
96.22,0.000819303,0.00108731,0.000596251,0.001252347,0.00155667,0.001245091,0.001245787,0.002333462,0.005755163
95.72,0.000826081,0.001046601,0.00076123,0.001239578,0.001610254,0.001170389,0.001028754,0.002025735,0.004800105
95.22,0.000517695,0.000775019,0.000488377,0.00092187,0.001286847,0.00067606,0.000659507,0.001462469,0.003789777
94.72,0.00060048,0.00077135,0.000505035,0.00089743,0.001256312,0.000638935,0.000633723,0.001238292,0.002986271
94.22,0.000529123,0.000650833,0.000522712,0.000855482,0.001183847,0.000571685,0.000566818,0.001100829,0.00242154
93.72,0.000440594,0.0004326,0.000440466,0.00066053,0.000960923,0.000504461,0.000475821,0.000933393,0.002139074
93.22,0.000397202,0.000436755,0.000480095,0.000664432,0.000918754,0.000553925,0.000466642,0.00089707,0.001830165
