coord,Stage 120,Stage 122,Stage 124,Stage 126,Stage 128,Stage 130,Stage 132,Stage 134,Stage 136,Stage 138,Stage 140,Stage 142,Stage 144,Stage 146,Stage 148,Stage 150,Stage 152,Stage 154,Stage 156,Stage 158,Stage 160,Stage 162,Stage 164,Stage 166,Stage 168,Stage 170,Stage 172,Stage 174,Stage 176,Stage 178,Stage 180,Stage 182,Stage 184,Stage 186,Stage 188,Stage 190,Stage 192,Stage 194,Stage 196,Stage 198,Stage 200,Stage 202,Stage 204,Stage 206,Stage 208,Stage 210,Stage 212,Stage 214,Stage 216,Stage 218,Stage 220
0,-3.15E-04,-2.61E-04,-2.05E-04,-0.00014986,-9.41E-05,-3.82E-05,1.77E-05,7.36E-05,0.00012957,0.00018551,0.00024145,0.00029739,0.00035332,0.00040925,0.00046518,0.0005211,0.00057703,0.00063298,0.00068896,0.00074496,0.00080099,0.00085705,0.00091313,0.0009691,0.0010237,0.0010781,0.0011319,0.0011837,0.001232,0.0012777,0.0013161,0.0013098,0.0012403,0.0011614,0.0010828,0.0010154,0.00096279,0.0009223,0.00089169,0.00086902,0.0008534,0.00084216,0.00083236,0.00082514,0.00081974,0.00081536,0.00081249,0.00081069,0.00081018,0.00080959,0.00080954
