coord,Stage 120,Stage 122,Stage 124,Stage 126,Stage 128,Stage 130,Stage 132,Stage 134,Stage 136,Stage 138,Stage 140,Stage 142,Stage 144,Stage 146,Stage 148,Stage 150,Stage 152,Stage 154,Stage 156,Stage 158,Stage 160,Stage 162,Stage 164,Stage 166,Stage 168,Stage 170,Stage 172,Stage 174,Stage 176,Stage 178,Stage 180,Stage 182,Stage 184,Stage 186,Stage 188,Stage 190,Stage 192,Stage 194,Stage 196,Stage 198,Stage 200,Stage 202,Stage 204,Stage 206,Stage 208,Stage 210,Stage 212,Stage 214,Stage 216,Stage 218,Stage 220
33,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393,-0.011393
34,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179,-0.01179
35,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186,-0.012186
36,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583,-0.012583
37,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298,-0.01298
38,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378,-0.013378
39,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775,-0.013775
40,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174,-0.014174
41,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572,-0.014572
42,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971,-0.014971
43,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369,-0.015369
44,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768,-0.015768
45,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166,-0.016166
46,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565,-0.016565
47,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963,-0.016963
48,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362,-0.017362
49,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761,-0.017761
50,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162,-0.018162
51,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563,-0.018563
