$X$,-2.67E-01,,,,,,,,
HSMOD,1.00E+00,,,,,,,,
$G_0$,3.03E+04,,,,,,,,
$a_0$,-3.56E+00,,,,,,,,
$b_0$,8.28E-01,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
