coord,Stage 120,Stage 122,Stage 124,Stage 126,Stage 128,Stage 130,Stage 132,Stage 134,Stage 136,Stage 138,Stage 140,Stage 142,Stage 144,Stage 146,Stage 148,Stage 150,Stage 152,Stage 154,Stage 156,Stage 158,Stage 160,Stage 162,Stage 164,Stage 166,Stage 168,Stage 170,Stage 172,Stage 174,Stage 176,Stage 178,Stage 180,Stage 182,Stage 184,Stage 186,Stage 188,Stage 190,Stage 192,Stage 194,Stage 196,Stage 198,Stage 200,Stage 202,Stage 204,Stage 206,Stage 208,Stage 210,Stage 212,Stage 214,Stage 216,Stage 218,Stage 220
22,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68,-246.68
23,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05,-242.05
24,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81,-238.81
25,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42,-236.42
26,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62,-234.62
27,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32,-233.32
28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28,-232.28
29,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39,-231.39
30,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59,-230.59
31,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88,-229.88
32,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18,-229.18
33,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53,-228.53
34,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98,-227.98
35,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55,-227.55
36,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18,-227.18
37,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84,-226.84
38,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58,-226.58
39,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34,-226.34
40,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15,-226.15
41,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96,-225.96
42,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75,-225.75
43,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52,-225.52
44,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3,-225.3
45,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09,-225.09
46,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82,-224.82
47,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33,-224.33
48,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87,-223.87
49,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34,-223.34
50,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88,-222.88
51,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48,-222.48
