coord,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9
95.29,0.24424,0.65239,0.65544,1.1808,1.1886,1.4805,1.4817,2.4678,4.6623
94.88,0.23623,0.62938,0.63291,1.1406,1.1496,1.4347,1.4379,2.3622,4.2287
94.46,0.22831,0.60687,0.61081,1.1011,1.1111,1.389,1.3942,2.2691,3.8461
94.05,0.22051,0.58501,0.58929,1.0626,1.0734,1.3443,1.3512,2.1863,3.5173
93.64,0.2128,0.56371,0.56826,1.025,1.0366,1.3002,1.3087,2.1115,3.2353
93.23,0.2052,0.54291,0.54768,0.98828,1.0003,1.2567,1.2665,2.0436,2.9973
92.82,0.19768,0.52251,0.52745,0.95214,0.96462,1.2136,1.2246,1.9794,2.7927
92.41,0.19023,0.5025,0.50756,0.9166,0.92938,1.1709,1.1828,1.9187,2.6202
92,0.18286,0.48279,0.48793,0.88151,0.89449,1.1284,1.1411,1.8595,2.4712
91.59,0.17555,0.46335,0.46853,0.84683,0.85991,1.0861,1.0995,1.801,2.342
91.18,0.16829,0.44415,0.44933,0.81251,0.82558,1.0441,1.0579,1.7426,2.2295
90.77,0.16109,0.42515,0.43029,0.77845,0.79145,1.0021,1.0162,1.6833,2.1276
90.35,0.15394,0.40634,0.41141,0.74465,0.7575,0.96017,0.97449,1.6232,2.0359
89.94,0.14683,0.38768,0.39265,0.71105,0.72368,0.91832,0.9327,1.5619,1.9497
89.53,0.13975,0.36916,0.374,0.67764,0.68999,0.8765,0.89084,1.4993,1.8682
89.12,0.13271,0.35077,0.35546,0.6444,0.65641,0.83472,0.8489,1.4354,1.7894
88.71,0.1257,0.3325,0.33702,0.61132,0.62295,0.79298,0.80692,1.3705,1.7118
88.3,0.11872,0.31435,0.31867,0.57841,0.5896,0.75129,0.76489,1.3044,1.635
87.89,0.11177,0.29633,0.30044,0.5457,0.55642,0.70972,0.72292,1.2376,1.5575
87.48,0.10484,0.27844,0.28232,0.51321,0.52342,0.6683,0.68103,1.1701,1.4794
87.07,0.097943,0.26072,0.26436,0.481,0.49068,0.62715,0.63935,1.1023,1.4
86.66,0.091077,0.2432,0.2466,0.4492,0.45833,0.58644,0.59808,1.0346,1.3193
86.24,0.084246,0.22592,0.22906,0.41785,0.42642,0.54623,0.55726,0.96712,1.2374
85.83,0.077462,0.20898,0.21188,0.38724,0.39524,0.50695,0.51738,0.90092,1.1546
85.42,0.070736,0.19246,0.19512,0.35753,0.36498,0.46884,0.47866,0.83644,1.0713
85.01,0.064075,0.17643,0.17887,0.32889,0.33582,0.43216,0.4414,0.77432,0.98772
84.6,0.05744,0.16061,0.16282,0.30068,0.3071,0.39604,0.40472,0.7129,0.90323
